TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 276][ft: SMIL] [curTime: 1180.27][curIndex: 0 of 2][Buffer: 40.589 of 20][isBuffering: false][BW: 1112.23][Avg BW: 999.39][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 459245.1612903226] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 240 > 24 | DATE:: 2011-12-07 20:50:27.764006 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 698][ft: SMIL] [curTime: 1312.02][curIndex: 0 of 2][Buffer: 32.75 of 20][isBuffering: false][BW: 1091.59][Avg BW: 1136.80][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 377632.4324324324] [videoView][DEBUG]Detected FPS <1 FPS zero count 2 currentFPS: 0.40 | DATE:: 2011-12-07 20:52:28.125193 | PORT:: 17094
TICKET:: ccnQz32boR | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 987][ft: SMIL] [curTime: 1321.54][curIndex: 0 of 2][Buffer: 100.821 of 20][isBuffering: false][BW: 1306.05][Avg BW: 1104.97][Peak BW: 2840.78 : Estimated RAW Max Bytes Per Second: 443435.0132625995] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 264 > 24 | DATE:: 2011-12-07 20:52:28.130672 | PORT:: 17094
TICKET:: JNQAzcgrZY | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 329][ft: SMIL] [curTime: 1297.71][curIndex: 0 of 2][Buffer: 26.925 of 20][isBuffering: false][BW: 1290.41][Avg BW: 948.53][Peak BW: 1431.95 : Estimated RAW Max Bytes Per Second: 561815.5339805825] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 304 > 24 | DATE:: 2011-12-07 20:52:28.164462 | PORT:: 17094
TICKET:: JNQAzcgrZY | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 329][ft: SMIL] [curTime: 1297.71][curIndex: 0 of 2][Buffer: 26.925 of 20][isBuffering: false][BW: 1290.41][Avg BW: 944.75][Peak BW: 1431.95 : Estimated RAW Max Bytes Per Second: 561815.5339805825] Displaying message - Your BW is Low: 944.75 | DATE:: 2011-12-07 20:52:28.183039 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 699][ft: SMIL] [curTime: 1312.23][curIndex: 0 of 2][Buffer: 33.688 of 20][isBuffering: false][BW: 1091.59][Avg BW: 1136.80][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 377632.4324324324] [videoView][DEBUG]Detected FPS <1 FPS zero count 3 currentFPS: 0.38 | DATE:: 2011-12-07 20:52:28.331670 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 699][ft: SMIL] [curTime: 1312.30][curIndex: 0 of 2][Buffer: 34.395 of 20][isBuffering: false][BW: 934.23][Avg BW: 1127.65][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 589068.9655172414] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 490 > 24 | DATE:: 2011-12-07 20:52:28.471093 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5567][ft: SMIL] [curTime: 1344.25][curIndex: 0 of 2][Buffer: 33.785 of 20][isBuffering: false][BW: 3179.73][Avg BW: 1628.82][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 408858.1183611533] [OSMF] [INFO] [org.osmf.net.NetStreamLoadTrait] NetStream.Play.Transition | DATE:: 2011-12-07 20:52:28.471890 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5567][ft: SMIL] [curTime: 1344.25][curIndex: 0 of 2][Buffer: 33.785 of 20][isBuffering: false][BW: 3179.73][Avg BW: 1628.82][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 408858.1183611533] [OSMF] [INFO] [org.osmf.net.NetStreamSwitchManager] onNetStatus() - event.info.code=NetStream.Play.Transition | DATE:: 2011-12-07 20:52:28.472562 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5567][ft: SMIL] [curTime: 1344.25][curIndex: 0 of 2][Buffer: 33.785 of 20][isBuffering: false][BW: 3179.73][Avg BW: 1628.82][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 408858.1183611533] [OSMF] [INFO] [org.osmf.net.NetLoader] Stream reconnect: onNetStatus: NetStream.Play.Transition | DATE:: 2011-12-07 20:52:28.473197 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 6134][ft: SMIL] [curTime: 1342.56][curIndex: 0 of 2][Buffer: 30.399 of 20][isBuffering: false][BW: 1089.21][Avg BW: 433.33][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 383019.23076923075] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:28.560914 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5568][ft: SMIL] [curTime: 1344.46][curIndex: 0 of 2][Buffer: 33.855 of 20][isBuffering: false][BW: 3048.60][Avg BW: 1711.97][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 391179.21440261864] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:28.568143 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5568][ft: SMIL] [curTime: 1344.46][curIndex: 0 of 2][Buffer: 33.855 of 20][isBuffering: false][BW: 3048.60][Avg BW: 1711.97][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 391179.21440261864] [OSMF] [INFO] [org.osmf.net.NetStreamSwitchManager] checkRules() - Calling for switch to 0 at 1000 kbps | DATE:: 2011-12-07 20:52:28.578976 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5568][ft: SMIL] [curTime: 1344.46][curIndex: 0 of 2][Buffer: 33.855 of 20][isBuffering: false][BW: 3048.60][Avg BW: 1711.97][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 391179.21440261864] [OSMF] [INFO] [org.osmf.net.NetStreamSwitchManager] executeSwitch() - Switching to index 0 at 1000 kbps | DATE:: 2011-12-07 20:52:28.604457 | PORT:: 17094
TICKET:: ccnQz32boR | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 989][ft: SMIL] [curTime: 1322.08][curIndex: 0 of 2][Buffer: 104.304 of 20][isBuffering: false][BW: 848.91][Avg BW: 1113.22][Peak BW: 2840.78 : Estimated RAW Max Bytes Per Second: 517433.3333333333] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 333 > 24 | DATE:: 2011-12-07 20:52:28.662871 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 701][ft: SMIL] [curTime: 1312.79][curIndex: 0 of 2][Buffer: 37.5 of 20][isBuffering: false][BW: 900.16][Avg BW: 1119.69][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 581924.2424242424] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 543 > 24 | DATE:: 2011-12-07 20:52:28.915449 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 324][ft: SMIL] [curTime: 1301.13][curIndex: 0 of 2][Buffer: 27.708 of 20][isBuffering: false][BW: 1792.96][Avg BW: 1219.50][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 513862.3481781377] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 420 > 24 | DATE:: 2011-12-07 20:52:29.047108 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 324][ft: SMIL] [curTime: 1301.13][curIndex: 0 of 2][Buffer: 27.708 of 20][isBuffering: false][BW: 1792.96][Avg BW: 1219.50][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 513862.3481781377] Displaying message - Your BW is Low: 1219.50 | DATE:: 2011-12-07 20:52:29.064653 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 6137][ft: SMIL] [curTime: 1343.07][curIndex: 0 of 2][Buffer: 32.875 of 20][isBuffering: false][BW: 1175.64][Avg BW: 457.75][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 453259.0361445783] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:29.100741 | PORT:: 17094
TICKET:: G9cZr3Kg2Q | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1181][ft: SMIL] [curTime: 1327.25][curIndex: 0 of 2][Buffer: 29.25 of 20][isBuffering: false][BW: 911.63][Avg BW: 1031.73][Peak BW: 4222.17 : Estimated RAW Max Bytes Per Second: 384629.42779291555] [videoView][DEBUG]Detected FPS <1 FPS zero count 2 currentFPS: 0.22 | DATE:: 2011-12-07 20:52:29.147097 | PORT:: 17094
TICKET:: G9cZr3Kg2Q | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1181][ft: SMIL] [curTime: 1327.25][curIndex: 0 of 2][Buffer: 29.25 of 20][isBuffering: false][BW: 911.63][Avg BW: 1029.65][Peak BW: 4222.17 : Estimated RAW Max Bytes Per Second: 449408.9775561097] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 213 > 24 | DATE:: 2011-12-07 20:52:29.153841 | PORT:: 17094
TICKET:: G9cZr3Kg2Q | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1181][ft: SMIL] [curTime: 1327.25][curIndex: 0 of 2][Buffer: 29.25 of 20][isBuffering: false][BW: 911.63][Avg BW: 1031.73][Peak BW: 4222.17 : Estimated RAW Max Bytes Per Second: 384629.42779291555] Displaying message - Your BW is Low: 1031.73 | DATE:: 2011-12-07 20:52:29.158148 | PORT:: 17094
TICKET:: ccnQz32boR | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 992][ft: SMIL] [curTime: 1322.63][curIndex: 0 of 2][Buffer: 107.717 of 20][isBuffering: false][BW: 770.00][Avg BW: 1118.92][Peak BW: 2840.78 : Estimated RAW Max Bytes Per Second: 441252] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 356 > 24 | DATE:: 2011-12-07 20:52:29.184988 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 704][ft: SMIL] [curTime: 1313.34][curIndex: 0 of 2][Buffer: 39.78 of 20][isBuffering: false][BW: 1005.42][Avg BW: 1115.12][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 386468.46846846846] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 541 > 24 | DATE:: 2011-12-07 20:52:29.450422 | PORT:: 17094
TICKET:: wPq3pP6fEe | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 2302][ft: SMIL] [curTime: 1340.13][curIndex: 0 of 2][Buffer: 811.125 of 20][isBuffering: false][BW: 1488.43][Avg BW: 979.56][Peak BW: 4357.62 : Estimated RAW Max Bytes Per Second: 218858.42026825633] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 495 > 24 | DATE:: 2011-12-07 20:52:29.478475 | PORT:: 17094
TICKET:: wPq3pP6fEe | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 2301][ft: SMIL] [curTime: 1340.13][curIndex: 0 of 2][Buffer: 811.125 of 20][isBuffering: false][BW: 1488.43][Avg BW: 945.98][Peak BW: 4357.62 : Estimated RAW Max Bytes Per Second: 553917.8743961352] Log Status Timer | DATE:: 2011-12-07 20:52:29.481091 | PORT:: 17094
TICKET:: wPq3pP6fEe | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 2302][ft: SMIL] [curTime: 1340.13][curIndex: 0 of 2][Buffer: 811.125 of 20][isBuffering: false][BW: 1488.43][Avg BW: 945.98][Peak BW: 4357.62 : Estimated RAW Max Bytes Per Second: 553917.8743961352] [videoView][DEBUG]Detected FPS <1 FPS zero count 0 currentFPS: 0.28 | DATE:: 2011-12-07 20:52:29.503485 | PORT:: 17094
TICKET:: wPq3pP6fEe | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 2302][ft: SMIL] [curTime: 1340.13][curIndex: 0 of 2][Buffer: 811.125 of 20][isBuffering: false][BW: 1488.43][Avg BW: 945.98][Peak BW: 4357.62 : Estimated RAW Max Bytes Per Second: 553917.8743961352] Displaying message - Your BW is Low: 945.98 | DATE:: 2011-12-07 20:52:29.504381 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 617][ft: SMIL] [curTime: 1314.21][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1123.24][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 514725] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 701 > 24 | DATE:: 2011-12-07 20:52:29.576950 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 616][ft: SMIL] [curTime: 1314.21][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1109.47][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 527877.8877887789] Log Status Timer | DATE:: 2011-12-07 20:52:29.577657 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 326][ft: SMIL] [curTime: 1302.13][curIndex: 0 of 2][Buffer: 30.833 of 20][isBuffering: false][BW: 1792.96][Avg BW: 1248.56][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 513862.3481781377] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 444 > 24 | DATE:: 2011-12-07 20:52:29.578343 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 617][ft: SMIL] [curTime: 1314.21][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1109.47][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 527877.8877887789] [videoView][DEBUG]Detected FPS <1 FPS zero count 7 currentFPS: 0.14 | DATE:: 2011-12-07 20:52:29.579508 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 617][ft: SMIL] [curTime: 1314.21][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1109.47][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 527877.8877887789] Displaying message - Your BW is Low: 1109.47 | DATE:: 2011-12-07 20:52:29.586635 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 6139][ft: SMIL] [curTime: 1343.62][curIndex: 0 of 2][Buffer: 35.208 of 20][isBuffering: false][BW: 1027.95][Avg BW: 477.40][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 420376.9968051118] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:29.630768 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5573][ft: SMIL] [curTime: 1345.48][curIndex: 0 of 2][Buffer: 35.25 of 20][isBuffering: false][BW: 2523.41][Avg BW: 1860.30][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 432392.23560910305] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:29.636191 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5572][ft: SMIL] [curTime: 1345.38][curIndex: 0 of 2][Buffer: 34.783 of 20][isBuffering: false][BW: 3016.82][Avg BW: 1794.09][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 404772.53668763104] [OSMF] [INFO] [org.osmf.net.NetStreamLoadTrait] NetStream.Play.Transition | DATE:: 2011-12-07 20:52:29.649506 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5572][ft: SMIL] [curTime: 1345.38][curIndex: 0 of 2][Buffer: 34.783 of 20][isBuffering: false][BW: 3016.82][Avg BW: 1794.09][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 404772.53668763104] [OSMF] [INFO] [org.osmf.net.NetLoader] Stream reconnect: onNetStatus: NetStream.Play.Transition | DATE:: 2011-12-07 20:52:29.671898 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5572][ft: SMIL] [curTime: 1345.38][curIndex: 0 of 2][Buffer: 34.783 of 20][isBuffering: false][BW: 3016.82][Avg BW: 1794.09][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 404772.53668763104] [OSMF] [INFO] [org.osmf.net.NetStreamSwitchManager] onNetStatus() - event.info.code=NetStream.Play.Transition | DATE:: 2011-12-07 20:52:29.725963 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 618][ft: SMIL] [curTime: 1314.46][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1123.24][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 514725] [videoView][DEBUG]Detected FPS <1 FPS zero count 8 currentFPS: 0.17 | DATE:: 2011-12-07 20:52:29.826611 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 706][ft: SMIL] [curTime: 1313.86][curIndex: 0 of 2][Buffer: 42.141 of 20][isBuffering: false][BW: 1195.57][Avg BW: 1116.69][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 473786.3777089783] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 475 > 24 | DATE:: 2011-12-07 20:52:29.973729 | PORT:: 17094
TICKET:: QmCXcIwBcw | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 80][ft: SMIL] [curTime: 1269.83][curIndex: 0 of 2][Buffer: 37.664 of 20][isBuffering: false][BW: 248.06][Avg BW: 786.62][Peak BW: 1220.63 : Estimated RAW Max Bytes Per Second: 402139.4736842105] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 130 > 24 | DATE:: 2011-12-07 20:52:30.005075 | PORT:: 17094
TICKET:: QmCXcIwBcw | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 79][ft: SMIL] [curTime: 1269.83][curIndex: 0 of 2][Buffer: 37.664 of 20][isBuffering: false][BW: 248.06][Avg BW: 816.18][Peak BW: 1220.63 : Estimated RAW Max Bytes Per Second: 402139.4736842105] Log Status Timer | DATE:: 2011-12-07 20:52:30.005727 | PORT:: 17094
TICKET:: QmCXcIwBcw | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 80][ft: SMIL] [curTime: 1269.83][curIndex: 0 of 2][Buffer: 37.664 of 20][isBuffering: false][BW: 248.06][Avg BW: 816.18][Peak BW: 1220.63 : Estimated RAW Max Bytes Per Second: 402139.4736842105] Displaying message - Your BW is Low: 816.18 | DATE:: 2011-12-07 20:52:30.006762 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 619][ft: SMIL] [curTime: 1314.67][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1123.24][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 514725] [videoView][DEBUG]Detected FPS <1 FPS zero count 9 currentFPS: 0.17 | DATE:: 2011-12-07 20:52:30.026531 | PORT:: 17094
TICKET:: ixxKTKduEm | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 619][ft: SMIL] [curTime: 1314.75][curIndex: 0 of 2][Buffer: 525.019 of 20][isBuffering: false][BW: 1438.70][Avg BW: 1137.00][Peak BW: 1698.48 : Estimated RAW Max Bytes Per Second: 514725] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 737 > 24 | DATE:: 2011-12-07 20:52:30.117050 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 329][ft: SMIL] [curTime: 1302.69][curIndex: 0 of 2][Buffer: 33.102 of 20][isBuffering: false][BW: 1236.76][Avg BW: 1259.68][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 729516.1290322581] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 468 > 24 | DATE:: 2011-12-07 20:52:30.124302 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5575][ft: SMIL] [curTime: 1346.08][curIndex: 0 of 2][Buffer: 37.236 of 20][isBuffering: false][BW: 1255.23][Avg BW: 1885.59][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 400673.3167082294] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:30.176580 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 6142][ft: SMIL] [curTime: 1344.13][curIndex: 0 of 2][Buffer: 37.667 of 20][isBuffering: false][BW: 1174.71][Avg BW: 501.79][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 396736.14775725594] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:30.180539 | PORT:: 17094
TICKET:: QmCXcIwBcw | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 82][ft: SMIL] [curTime: 1270.88][curIndex: 0 of 2][Buffer: 37.122 of 20][isBuffering: false][BW: 248.06][Avg BW: 758.11][Peak BW: 1220.63 : Estimated RAW Max Bytes Per Second: 402139.4736842105] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 187 > 24 | DATE:: 2011-12-07 20:52:30.527480 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 331][ft: SMIL] [curTime: 1303.06][curIndex: 0 of 2][Buffer: 35.95 of 20][isBuffering: false][BW: 1376.51][Avg BW: 1275.31][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 432906.6339066339] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 481 > 24 | DATE:: 2011-12-07 20:52:30.622779 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 6144][ft: SMIL] [curTime: 1344.69][curIndex: 0 of 2][Buffer: 38.5 of 20][isBuffering: false][BW: 1263.28][Avg BW: 529.03][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 376923.07692307694] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:30.713283 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5578][ft: SMIL] [curTime: 1346.63][curIndex: 0 of 2][Buffer: 39.553 of 20][isBuffering: false][BW: 1200.73][Avg BW: 1909.13][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 499003.24675324676] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:52:30.719350 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 333][ft: SMIL] [curTime: 1303.66][curIndex: 0 of 2][Buffer: 38.875 of 20][isBuffering: false][BW: 889.01][Avg BW: 1275.21][Peak BW: 1792.96 : Estimated RAW Max Bytes Per Second: 435988.5057471264] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 466 > 24 | DATE:: 2011-12-07 20:52:31.163441 | PORT:: 17094
